,year,month,day,hour,date,pm2.5,DEWP,TEMP,PRES,atm_pressure,cbwd,Iws,Is,Ir,Season,month_name,direction
656,2010,1,28,8,2010-01-28,18.0,-16,-3.0,1027.0,1.013649,NW,12.97,0,0,Winter,Jan,315
657,2010,1,28,9,2010-01-28,17.0,-17,-2.0,1028.0,1.014636,NW,20.12,0,0,Winter,Jan,315
658,2010,1,28,10,2010-01-28,16.0,-18,-2.0,1029.0,1.015623,NW,25.93,0,0,Winter,Jan,315
659,2010,1,28,11,2010-01-28,18.0,-19,-1.0,1028.0,1.014636,NW,35.76,0,0,Winter,Jan,315
660,2010,1,28,12,2010-01-28,16.0,-21,1.0,1027.0,1.013649,NW,44.7,0,0,Winter,Jan,315
661,2010,1,28,13,2010-01-28,12.0,-24,1.0,1026.0,1.012662,NW,53.64,0,0,Winter,Jan,315
662,2010,1,28,14,2010-01-28,13.0,-25,1.0,1026.0,1.012662,NW,62.58,0,0,Winter,Jan,315
663,2010,1,28,15,2010-01-28,23.0,-25,1.0,1026.0,1.012662,NW,72.41,0,0,Winter,Jan,315
664,2010,1,28,16,2010-01-28,21.0,-24,1.0,1026.0,1.012662,NW,82.24,0,0,Winter,Jan,315
665,2010,1,28,17,2010-01-28,13.0,-25,0.0,1026.0,1.012662,NW,91.18,0,0,Winter,Jan,315
666,2010,1,28,18,2010-01-28,14.0,-22,0.0,1027.0,1.013649,NW,99.23,0,0,Winter,Jan,315
667,2010,1,28,19,2010-01-28,23.0,-20,-1.0,1027.0,1.013649,NW,103.25,0,0,Winter,Jan,315
668,2010,1,28,20,2010-01-28,16.0,-21,-1.0,1027.0,1.013649,NW,105.04,0,0,Winter,Jan,315
669,2010,1,28,21,2010-01-28,25.0,-21,-4.0,1028.0,1.014636,NE,0.89,0,0,Winter,Jan,45
670,2010,1,28,22,2010-01-28,20.0,-21,-2.0,1027.0,1.013649,NW,4.02,0,0,Winter,Jan,315
671,2010,1,28,23,2010-01-28,25.0,-22,-2.0,1027.0,1.013649,NW,7.15,0,0,Winter,Jan,315
672,2010,1,29,0,2010-01-29,19.0,-22,-1.0,1027.0,1.013649,NW,12.07,0,0,Winter,Jan,315
673,2010,1,29,1,2010-01-29,24.0,-21,-4.0,1027.0,1.013649,NW,15.2,0,0,Winter,Jan,315
674,2010,1,29,2,2010-01-29,25.0,-21,-4.0,1026.0,1.012662,SW,0.89,0,0,Winter,Jan,225
675,2010,1,29,3,2010-01-29,20.0,-19,-8.0,1026.0,1.012662,NE,1.79,0,0,Winter,Jan,45
676,2010,1,29,4,2010-01-29,24.0,-20,-7.0,1025.0,1.011675,SW,0.89,0,0,Winter,Jan,225
677,2010,1,29,5,2010-01-29,17.0,-20,-8.0,1024.0,1.010688,NW,1.79,0,0,Winter,Jan,315
678,2010,1,29,6,2010-01-29,10.0,-18,-10.0,1024.0,1.010688,SW,0.89,0,0,Winter,Jan,225
679,2010,1,29,7,2010-01-29,11.0,-21,-2.0,1024.0,1.010688,NW,4.02,0,0,Winter,Jan,315
680,2010,1,29,8,2010-01-29,16.0,-21,-1.0,1025.0,1.011675,NW,9.83,0,0,Winter,Jan,315
681,2010,1,29,9,2010-01-29,20.0,-24,1.0,1025.0,1.011675,NW,17.88,0,0,Winter,Jan,315
682,2010,1,29,10,2010-01-29,13.0,-25,2.0,1025.0,1.011675,NW,26.82,0,0,Winter,Jan,315
683,2010,1,29,11,2010-01-29,12.0,-24,3.0,1024.0,1.010688,NW,33.97,0,0,Winter,Jan,315
684,2010,1,29,12,2010-01-29,12.0,-25,4.0,1023.0,1.009701,NW,42.02,0,0,Winter,Jan,315
685,2010,1,29,13,2010-01-29,12.0,-24,5.0,1022.0,1.008714,NW,50.07,0,0,Winter,Jan,315
686,2010,1,29,14,2010-01-29,12.0,-25,6.0,1020.0,1.00674,NW,57.22,0,0,Winter,Jan,315
687,2010,1,29,15,2010-01-29,31.0,-25,6.0,1020.0,1.00674,NW,65.27,0,0,Winter,Jan,315
688,2010,1,29,16,2010-01-29,36.0,-23,6.0,1020.0,1.00674,NW,72.42,0,0,Winter,Jan,315
689,2010,1,29,17,2010-01-29,42.0,-22,5.0,1020.0,1.00674,NW,78.23,0,0,Winter,Jan,315
690,2010,1,29,18,2010-01-29,52.0,-21,5.0,1020.0,1.00674,NW,84.04,0,0,Winter,Jan,315
691,2010,1,29,19,2010-01-29,26.0,-20,5.0,1020.0,1.00674,NW,89.85,0,0,Winter,Jan,315
692,2010,1,29,20,2010-01-29,24.0,-20,3.0,1020.0,1.00674,NW,93.87,0,0,Winter,Jan,315
693,2010,1,29,21,2010-01-29,25.0,-20,3.0,1020.0,1.00674,NW,97.89,0,0,Winter,Jan,315
694,2010,1,29,22,2010-01-29,43.0,-19,3.0,1021.0,1.007727,NW,101.02,0,0,Winter,Jan,315
695,2010,1,29,23,2010-01-29,47.0,-19,3.0,1020.0,1.00674,NW,105.94,0,0,Winter,Jan,315
696,2010,1,30,0,2010-01-30,61.0,-18,0.0,1020.0,1.00674,NW,109.96,0,0,Winter,Jan,315
697,2010,1,30,1,2010-01-30,66.0,-18,0.0,1020.0,1.00674,NW,114.88,0,0,Winter,Jan,315
698,2010,1,30,2,2010-01-30,65.0,-15,-1.0,1020.0,1.00674,SW,1.79,0,0,Winter,Jan,225
699,2010,1,30,3,2010-01-30,70.0,-15,-2.0,1020.0,1.00674,NW,0.89,0,0,Winter,Jan,315
700,2010,1,30,4,2010-01-30,36.0,-16,-1.0,1020.0,1.00674,NW,4.02,0,0,Winter,Jan,315
701,2010,1,30,5,2010-01-30,37.0,-16,-4.0,1019.0,1.0057530000000001,NW,8.94,0,0,Winter,Jan,315
702,2010,1,30,6,2010-01-30,22.0,-15,-5.0,1020.0,1.00674,SW,0.89,0,0,Winter,Jan,225
703,2010,1,30,7,2010-01-30,24.0,-16,-5.0,1020.0,1.00674,NW,3.13,0,0,Winter,Jan,315
704,2010,1,30,8,2010-01-30,29.0,-15,-6.0,1021.0,1.007727,SW,0.89,0,0,Winter,Jan,225
705,2010,1,30,9,2010-01-30,35.0,-15,0.0,1021.0,1.007727,NW,4.02,0,0,Winter,Jan,315
706,2010,1,30,10,2010-01-30,35.0,-18,3.0,1021.0,1.007727,NW,8.04,0,0,Winter,Jan,315
707,2010,1,30,11,2010-01-30,33.0,-21,5.0,1020.0,1.00674,NW,12.96,0,0,Winter,Jan,315
708,2010,1,30,12,2010-01-30,32.0,-22,6.0,1020.0,1.00674,NW,18.77,0,0,Winter,Jan,315
709,2010,1,30,13,2010-01-30,25.0,-22,7.0,1019.0,1.0057530000000001,NW,25.92,0,0,Winter,Jan,315
710,2010,1,30,14,2010-01-30,16.0,-22,7.0,1018.0,1.004766,NW,35.75,0,0,Winter,Jan,315
711,2010,1,30,15,2010-01-30,26.0,-23,7.0,1018.0,1.004766,NW,45.58,0,0,Winter,Jan,315
712,2010,1,30,16,2010-01-30,32.0,-23,7.0,1017.0,1.003779,NW,52.73,0,0,Winter,Jan,315
713,2010,1,30,17,2010-01-30,36.0,-22,6.0,1018.0,1.004766,NW,58.54,0,0,Winter,Jan,315
714,2010,1,30,18,2010-01-30,37.0,-21,5.0,1018.0,1.004766,NW,64.35,0,0,Winter,Jan,315
715,2010,1,30,19,2010-01-30,45.0,-21,5.0,1019.0,1.0057530000000001,NW,70.16,0,0,Winter,Jan,315
716,2010,1,30,20,2010-01-30,71.0,-19,4.0,1019.0,1.0057530000000001,NW,74.18,0,0,Winter,Jan,315
717,2010,1,30,21,2010-01-30,67.0,-19,5.0,1020.0,1.00674,NW,78.2,0,0,Winter,Jan,315
718,2010,1,30,22,2010-01-30,69.0,-19,2.0,1020.0,1.00674,NW,81.33,0,0,Winter,Jan,315
719,2010,1,30,23,2010-01-30,94.0,-18,2.0,1021.0,1.007727,NW,84.46,0,0,Winter,Jan,315
720,2010,1,31,0,2010-01-31,85.0,-18,1.0,1021.0,1.007727,NW,87.59,0,0,Winter,Jan,315
721,2010,1,31,1,2010-01-31,35.0,-18,1.0,1021.0,1.007727,NW,90.72,0,0,Winter,Jan,315
722,2010,1,31,2,2010-01-31,26.0,-16,-3.0,1022.0,1.008714,NW,93.85,0,0,Winter,Jan,315
723,2010,1,31,3,2010-01-31,24.0,-15,-2.0,1022.0,1.008714,NW,95.64,0,0,Winter,Jan,315
724,2010,1,31,4,2010-01-31,20.0,-15,0.0,1022.0,1.008714,NW,99.66,0,0,Winter,Jan,315
725,2010,1,31,5,2010-01-31,16.0,-17,1.0,1023.0,1.009701,NW,105.47,0,0,Winter,Jan,315
726,2010,1,31,6,2010-01-31,18.0,-15,0.0,1023.0,1.009701,NW,109.49,0,0,Winter,Jan,315
727,2010,1,31,7,2010-01-31,19.0,-18,0.0,1025.0,1.011675,NW,113.51,0,0,Winter,Jan,315
728,2010,1,31,8,2010-01-31,22.0,-17,0.0,1025.0,1.011675,NW,116.64,0,0,Winter,Jan,315
729,2010,1,31,9,2010-01-31,17.0,-17,2.0,1026.0,1.012662,NW,120.66,0,0,Winter,Jan,315
730,2010,1,31,10,2010-01-31,18.0,-19,3.0,1026.0,1.012662,NW,129.6,0,0,Winter,Jan,315
731,2010,1,31,11,2010-01-31,11.0,-19,4.0,1026.0,1.012662,NW,138.54,0,0,Winter,Jan,315
732,2010,1,31,12,2010-01-31,11.0,-20,5.0,1025.0,1.011675,NW,145.69,0,0,Winter,Jan,315
733,2010,1,31,13,2010-01-31,16.0,-17,5.0,1024.0,1.010688,NE,4.02,0,0,Winter,Jan,45
734,2010,1,31,14,2010-01-31,18.0,-18,6.0,1024.0,1.010688,NE,7.15,0,0,Winter,Jan,45
735,2010,1,31,15,2010-01-31,17.0,-18,6.0,1024.0,1.010688,SW,0.89,0,0,Winter,Jan,225
736,2010,1,31,16,2010-01-31,19.0,-18,5.0,1024.0,1.010688,SE,1.79,0,0,Winter,Jan,135
737,2010,1,31,17,2010-01-31,26.0,-17,4.0,1024.0,1.010688,SE,3.58,0,0,Winter,Jan,135
738,2010,1,31,18,2010-01-31,24.0,-17,1.0,1024.0,1.010688,NE,1.79,0,0,Winter,Jan,45
739,2010,1,31,19,2010-01-31,54.0,-15,-1.0,1025.0,1.011675,NE,2.68,0,0,Winter,Jan,45
740,2010,1,31,20,2010-01-31,71.0,-13,-1.0,1025.0,1.011675,SW,0.89,0,0,Winter,Jan,225
741,2010,1,31,21,2010-01-31,129.0,-8,-1.0,1026.0,1.012662,SE,5.81,0,0,Winter,Jan,135
742,2010,1,31,22,2010-01-31,145.0,-7,-2.0,1027.0,1.013649,SE,10.73,0,0,Winter,Jan,135
743,2010,1,31,23,2010-01-31,101.0,-7,-2.0,1027.0,1.013649,SE,13.86,0,0,Winter,Jan,135
744,2010,2,1,0,2010-02-01,65.0,-8,-3.0,1027.0,1.013649,SE,15.65,0,0,Winter,Feb,135
745,2010,2,1,1,2010-02-01,70.0,-9,-4.0,1027.0,1.013649,NE,0.89,0,0,Winter,Feb,45
746,2010,2,1,2,2010-02-01,67.0,-9,-4.0,1027.0,1.013649,NE,1.78,0,0,Winter,Feb,45
747,2010,2,1,3,2010-02-01,76.0,-9,-4.0,1027.0,1.013649,SW,0.89,0,0,Winter,Feb,225
748,2010,2,1,4,2010-02-01,76.0,-9,-4.0,1026.0,1.012662,SE,0.89,0,0,Winter,Feb,135
749,2010,2,1,5,2010-02-01,68.0,-9,-5.0,1027.0,1.013649,SW,0.89,0,0,Winter,Feb,225
750,2010,2,1,6,2010-02-01,73.0,-10,-4.0,1027.0,1.013649,SE,0.89,0,0,Winter,Feb,135
751,2010,2,1,7,2010-02-01,73.0,-10,-4.0,1027.0,1.013649,SW,0.89,0,0,Winter,Feb,225
752,2010,2,1,8,2010-02-01,64.0,-10,-6.0,1028.0,1.014636,NE,0.89,0,0,Winter,Feb,45
753,2010,2,1,9,2010-02-01,53.0,-9,-3.0,1028.0,1.014636,SE,1.79,0,0,Winter,Feb,135
754,2010,2,1,10,2010-02-01,72.0,-9,-2.0,1028.0,1.014636,SW,0.89,0,0,Winter,Feb,225
755,2010,2,1,11,2010-02-01,78.0,-9,-1.0,1028.0,1.014636,SE,1.79,0,0,Winter,Feb,135
756,2010,2,1,12,2010-02-01,72.0,-10,0.0,1027.0,1.013649,SE,6.71,0,0,Winter,Feb,135
757,2010,2,1,13,2010-02-01,56.0,-12,0.0,1026.0,1.012662,SE,10.73,0,0,Winter,Feb,135
758,2010,2,1,14,2010-02-01,54.0,-14,1.0,1026.0,1.012662,SE,14.75,0,0,Winter,Feb,135
759,2010,2,1,15,2010-02-01,40.0,-14,0.0,1025.0,1.011675,SE,16.54,0,0,Winter,Feb,135
760,2010,2,1,16,2010-02-01,49.0,-12,0.0,1026.0,1.012662,SE,19.67,0,0,Winter,Feb,135
761,2010,2,1,17,2010-02-01,63.0,-10,-1.0,1025.0,1.011675,SE,21.46,0,0,Winter,Feb,135
762,2010,2,1,18,2010-02-01,66.0,-9,-2.0,1026.0,1.012662,SE,23.25,0,0,Winter,Feb,135
763,2010,2,1,19,2010-02-01,64.0,-10,-2.0,1026.0,1.012662,SE,26.38,0,0,Winter,Feb,135
764,2010,2,1,20,2010-02-01,63.0,-10,-4.0,1027.0,1.013649,SE,30.4,0,0,Winter,Feb,135
765,2010,2,1,21,2010-02-01,65.0,-10,-5.0,1027.0,1.013649,SE,34.42,0,0,Winter,Feb,135
766,2010,2,1,22,2010-02-01,64.0,-10,-5.0,1027.0,1.013649,SE,39.34,0,0,Winter,Feb,135
767,2010,2,1,23,2010-02-01,64.0,-11,-7.0,1027.0,1.013649,SE,41.13,0,0,Winter,Feb,135
768,2010,2,2,0,2010-02-02,62.0,-10,-7.0,1028.0,1.014636,SE,42.92,0,0,Winter,Feb,135
769,2010,2,2,1,2010-02-02,56.0,-11,-8.0,1028.0,1.014636,SW,0.89,0,0,Winter,Feb,225
770,2010,2,2,2,2010-02-02,87.0,-11,-9.0,1028.0,1.014636,SW,1.34,0,0,Winter,Feb,225
771,2010,2,2,3,2010-02-02,72.0,-11,-10.0,1028.0,1.014636,NE,1.79,0,0,Winter,Feb,45
772,2010,2,2,4,2010-02-02,104.0,-12,-10.0,1028.0,1.014636,SW,0.89,0,0,Winter,Feb,225
773,2010,2,2,5,2010-02-02,97.0,-13,-11.0,1028.0,1.014636,NE,0.89,0,0,Winter,Feb,45
774,2010,2,2,6,2010-02-02,96.0,-11,-9.0,1028.0,1.014636,SW,0.89,0,0,Winter,Feb,225
775,2010,2,2,7,2010-02-02,86.0,-11,-8.0,1028.0,1.014636,SE,0.89,0,0,Winter,Feb,135
776,2010,2,2,8,2010-02-02,85.0,-10,-7.0,1029.0,1.015623,NW,1.79,0,0,Winter,Feb,315
777,2010,2,2,9,2010-02-02,92.0,-14,-6.0,1029.0,1.015623,NE,4.92,0,0,Winter,Feb,45
778,2010,2,2,10,2010-02-02,55.0,-18,-5.0,1029.0,1.015623,NE,10.73,0,0,Winter,Feb,45
779,2010,2,2,11,2010-02-02,36.0,-20,-3.0,1029.0,1.015623,NE,14.75,0,0,Winter,Feb,45
780,2010,2,2,12,2010-02-02,27.0,-20,-2.0,1028.0,1.014636,NE,16.54,0,0,Winter,Feb,45
781,2010,2,2,13,2010-02-02,25.0,-20,-1.0,1028.0,1.014636,NE,18.33,0,0,Winter,Feb,45
782,2010,2,2,14,2010-02-02,28.0,-20,0.0,1027.0,1.013649,SW,1.79,0,0,Winter,Feb,225
783,2010,2,2,15,2010-02-02,32.0,-22,0.0,1027.0,1.013649,SW,2.68,0,0,Winter,Feb,225
784,2010,2,2,16,2010-02-02,35.0,-22,1.0,1027.0,1.013649,SW,3.57,0,0,Winter,Feb,225
785,2010,2,2,17,2010-02-02,43.0,-19,-2.0,1027.0,1.013649,NE,1.79,0,0,Winter,Feb,45
786,2010,2,2,18,2010-02-02,70.0,-20,-4.0,1028.0,1.014636,NW,3.13,0,0,Winter,Feb,315
787,2010,2,2,19,2010-02-02,83.0,-21,-3.0,1029.0,1.015623,NW,4.02,0,0,Winter,Feb,315
788,2010,2,2,20,2010-02-02,66.0,-19,-6.0,1029.0,1.015623,SW,0.89,0,0,Winter,Feb,225
789,2010,2,2,21,2010-02-02,70.0,-16,-7.0,1029.0,1.015623,NE,0.89,0,0,Winter,Feb,45
790,2010,2,2,22,2010-02-02,80.0,-21,-5.0,1030.0,1.01661,NW,1.79,0,0,Winter,Feb,315
791,2010,2,2,23,2010-02-02,88.0,-19,-8.0,1030.0,1.01661,NW,4.92,0,0,Winter,Feb,315
792,2010,2,3,0,2010-02-03,69.0,-20,-8.0,1030.0,1.01661,NW,8.05,0,0,Winter,Feb,315
793,2010,2,3,1,2010-02-03,71.0,-21,-8.0,1030.0,1.01661,SW,0.89,0,0,Winter,Feb,225
794,2010,2,3,2,2010-02-03,62.0,-18,-10.0,1030.0,1.01661,NE,0.89,0,0,Winter,Feb,45
795,2010,2,3,3,2010-02-03,73.0,-17,-10.0,1030.0,1.01661,SW,0.89,0,0,Winter,Feb,225
796,2010,2,3,4,2010-02-03,107.0,-17,-12.0,1030.0,1.01661,SE,0.89,0,0,Winter,Feb,135
797,2010,2,3,5,2010-02-03,94.0,-17,-13.0,1030.0,1.01661,NW,1.79,0,0,Winter,Feb,315
798,2010,2,3,6,2010-02-03,121.0,-17,-13.0,1030.0,1.01661,NW,4.92,0,0,Winter,Feb,315
799,2010,2,3,7,2010-02-03,132.0,-19,-11.0,1030.0,1.01661,SW,0.89,0,0,Winter,Feb,225
800,2010,2,3,8,2010-02-03,161.0,-18,-11.0,1030.0,1.01661,SW,1.34,0,0,Winter,Feb,225
801,2010,2,3,9,2010-02-03,120.0,-18,-8.0,1030.0,1.01661,NW,1.79,0,0,Winter,Feb,315
802,2010,2,3,10,2010-02-03,72.0,-19,-4.0,1030.0,1.01661,NE,3.13,0,0,Winter,Feb,45
803,2010,2,3,11,2010-02-03,58.0,-20,-2.0,1030.0,1.01661,NW,4.92,0,0,Winter,Feb,315
804,2010,2,3,12,2010-02-03,34.0,-22,0.0,1029.0,1.015623,NW,12.07,0,0,Winter,Feb,315
805,2010,2,3,13,2010-02-03,14.0,-23,1.0,1027.0,1.013649,NW,19.22,0,0,Winter,Feb,315
806,2010,2,3,14,2010-02-03,17.0,-24,1.0,1026.0,1.012662,NW,28.16,0,0,Winter,Feb,315
807,2010,2,3,15,2010-02-03,15.0,-25,2.0,1026.0,1.012662,NW,37.1,0,0,Winter,Feb,315
808,2010,2,3,16,2010-02-03,23.0,-22,2.0,1026.0,1.012662,NW,46.93,0,0,Winter,Feb,315
809,2010,2,3,17,2010-02-03,34.0,-21,1.0,1026.0,1.012662,NW,54.08,0,0,Winter,Feb,315
810,2010,2,3,18,2010-02-03,96.0,-22,1.0,1026.0,1.012662,NW,59.0,0,0,Winter,Feb,315
811,2010,2,3,19,2010-02-03,87.0,-17,0.0,1027.0,1.013649,NW,63.02,0,0,Winter,Feb,315
812,2010,2,3,20,2010-02-03,87.0,-20,-4.0,1027.0,1.013649,SW,0.89,0,0,Winter,Feb,225
813,2010,2,3,21,2010-02-03,95.0,-20,-5.0,1028.0,1.014636,NW,1.79,0,0,Winter,Feb,315
814,2010,2,3,22,2010-02-03,105.0,-21,-6.0,1028.0,1.014636,NW,4.92,0,0,Winter,Feb,315
815,2010,2,3,23,2010-02-03,114.0,-21,-7.0,1028.0,1.014636,SW,0.45,0,0,Winter,Feb,225
816,2010,2,4,0,2010-02-04,103.0,-21,-7.0,1028.0,1.014636,NW,1.79,0,0,Winter,Feb,315
817,2010,2,4,1,2010-02-04,99.0,-21,-8.0,1028.0,1.014636,NW,4.92,0,0,Winter,Feb,315
818,2010,2,4,2,2010-02-04,102.0,-21,-9.0,1028.0,1.014636,SW,0.89,0,0,Winter,Feb,225
819,2010,2,4,3,2010-02-04,104.0,-19,-10.0,1028.0,1.014636,SW,1.34,0,0,Winter,Feb,225
820,2010,2,4,4,2010-02-04,78.0,-19,-10.0,1028.0,1.014636,NW,1.79,0,0,Winter,Feb,315
821,2010,2,4,5,2010-02-04,33.0,-19,-12.0,1028.0,1.014636,SW,0.89,0,0,Winter,Feb,225
822,2010,2,4,6,2010-02-04,29.0,-18,-12.0,1028.0,1.014636,SE,0.89,0,0,Winter,Feb,135
823,2010,2,4,7,2010-02-04,27.0,-20,-15.0,1028.0,1.014636,NW,4.02,0,0,Winter,Feb,315
824,2010,2,4,8,2010-02-04,27.0,-17,-10.0,1028.0,1.014636,NW,8.04,0,0,Winter,Feb,315
825,2010,2,4,9,2010-02-04,26.0,-19,-5.0,1028.0,1.014636,NW,12.06,0,0,Winter,Feb,315
826,2010,2,4,10,2010-02-04,33.0,-20,-3.0,1028.0,1.014636,NW,15.19,0,0,Winter,Feb,315
827,2010,2,4,11,2010-02-04,29.0,-20,-2.0,1028.0,1.014636,NE,4.02,0,0,Winter,Feb,45
828,2010,2,4,12,2010-02-04,31.0,-22,0.0,1027.0,1.013649,NW,3.13,0,0,Winter,Feb,315
829,2010,2,4,13,2010-02-04,28.0,-22,1.0,1025.0,1.011675,NW,7.15,0,0,Winter,Feb,315
830,2010,2,4,14,2010-02-04,28.0,-22,1.0,1025.0,1.011675,NE,1.79,0,0,Winter,Feb,45
831,2010,2,4,15,2010-02-04,61.0,-23,1.0,1024.0,1.010688,NE,4.92,0,0,Winter,Feb,45
832,2010,2,4,16,2010-02-04,64.0,-23,1.0,1024.0,1.010688,NE,6.71,0,0,Winter,Feb,45
833,2010,2,4,17,2010-02-04,80.0,-22,0.0,1024.0,1.010688,NE,8.5,0,0,Winter,Feb,45
834,2010,2,4,18,2010-02-04,91.0,-20,-4.0,1025.0,1.011675,NE,11.63,0,0,Winter,Feb,45
835,2010,2,4,19,2010-02-04,79.0,-22,-3.0,1026.0,1.012662,NE,14.76,0,0,Winter,Feb,45
836,2010,2,4,20,2010-02-04,48.0,-22,-3.0,1026.0,1.012662,NE,15.65,0,0,Winter,Feb,45
837,2010,2,4,21,2010-02-04,59.0,-20,-5.0,1027.0,1.013649,NW,1.79,0,0,Winter,Feb,315
838,2010,2,4,22,2010-02-04,82.0,-21,-3.0,1027.0,1.013649,SW,0.89,0,0,Winter,Feb,225
839,2010,2,4,23,2010-02-04,63.0,-19,-4.0,1027.0,1.013649,NE,1.79,0,0,Winter,Feb,45
840,2010,2,5,0,2010-02-05,48.0,-19,-4.0,1027.0,1.013649,NE,4.92,0,0,Winter,Feb,45
841,2010,2,5,1,2010-02-05,54.0,-19,-4.0,1027.0,1.013649,NE,8.05,0,0,Winter,Feb,45
842,2010,2,5,2,2010-02-05,42.0,-19,-4.0,1028.0,1.014636,SW,0.89,0,0,Winter,Feb,225
843,2010,2,5,3,2010-02-05,47.0,-19,-5.0,1028.0,1.014636,NE,1.79,0,0,Winter,Feb,45
844,2010,2,5,4,2010-02-05,87.0,-15,-5.0,1028.0,1.014636,SE,1.79,0,0,Winter,Feb,135
845,2010,2,5,5,2010-02-05,105.0,-13,-6.0,1028.0,1.014636,NE,0.89,0,0,Winter,Feb,45
846,2010,2,5,6,2010-02-05,90.0,-13,-7.0,1029.0,1.015623,SW,0.89,0,0,Winter,Feb,225
847,2010,2,5,7,2010-02-05,101.0,-12,-7.0,1030.0,1.01661,SW,1.78,0,0,Winter,Feb,225
848,2010,2,5,8,2010-02-05,126.0,-19,-6.0,1030.0,1.01661,NE,3.13,0,0,Winter,Feb,45
849,2010,2,5,9,2010-02-05,114.0,-18,-5.0,1031.0,1.017597,NE,4.92,0,0,Winter,Feb,45
850,2010,2,5,10,2010-02-05,103.0,-14,-4.0,1031.0,1.017597,SW,1.79,0,0,Winter,Feb,225
851,2010,2,5,11,2010-02-05,114.0,-13,-3.0,1031.0,1.017597,SE,1.79,0,0,Winter,Feb,135
852,2010,2,5,12,2010-02-05,100.0,-14,-2.0,1031.0,1.017597,SE,3.58,0,0,Winter,Feb,135
853,2010,2,5,13,2010-02-05,72.0,-13,-1.0,1030.0,1.01661,SE,6.71,0,0,Winter,Feb,135
854,2010,2,5,14,2010-02-05,68.0,-14,-1.0,1029.0,1.015623,SW,1.79,0,0,Winter,Feb,225
855,2010,2,5,15,2010-02-05,72.0,-13,-1.0,1029.0,1.015623,SE,1.79,0,0,Winter,Feb,135
856,2010,2,5,16,2010-02-05,71.0,-12,-1.0,1029.0,1.015623,SE,3.58,0,0,Winter,Feb,135
857,2010,2,5,17,2010-02-05,80.0,-12,-2.0,1030.0,1.01661,SE,5.37,0,0,Winter,Feb,135
858,2010,2,5,18,2010-02-05,70.0,-12,-4.0,1030.0,1.01661,SE,6.26,0,0,Winter,Feb,135
859,2010,2,5,19,2010-02-05,63.0,-13,-4.0,1031.0,1.017597,SE,8.05,0,0,Winter,Feb,135
860,2010,2,5,20,2010-02-05,67.0,-13,-5.0,1031.0,1.017597,SE,8.94,0,0,Winter,Feb,135
861,2010,2,5,21,2010-02-05,62.0,-12,-5.0,1032.0,1.018584,SE,9.83,0,0,Winter,Feb,135
862,2010,2,5,22,2010-02-05,69.0,-12,-6.0,1033.0,1.019571,SE,11.62,0,0,Winter,Feb,135
863,2010,2,5,23,2010-02-05,58.0,-11,-6.0,1033.0,1.019571,SE,13.41,0,0,Winter,Feb,135
864,2010,2,6,0,2010-02-06,51.0,-11,-7.0,1033.0,1.019571,SE,15.2,0,0,Winter,Feb,135
865,2010,2,6,1,2010-02-06,51.0,-11,-8.0,1033.0,1.019571,SE,16.99,0,0,Winter,Feb,135
866,2010,2,6,2,2010-02-06,54.0,-11,-8.0,1033.0,1.019571,SE,18.78,0,0,Winter,Feb,135
867,2010,2,6,3,2010-02-06,45.0,-11,-8.0,1033.0,1.019571,SE,20.57,0,0,Winter,Feb,135
868,2010,2,6,4,2010-02-06,47.0,-11,-7.0,1032.0,1.018584,SE,23.7,0,0,Winter,Feb,135
869,2010,2,6,5,2010-02-06,85.0,-11,-7.0,1032.0,1.018584,SE,25.49,0,0,Winter,Feb,135
870,2010,2,6,6,2010-02-06,78.0,-12,-7.0,1032.0,1.018584,SE,27.28,0,0,Winter,Feb,135
871,2010,2,6,7,2010-02-06,68.0,-12,-7.0,1032.0,1.018584,SE,29.07,0,0,Winter,Feb,135
872,2010,2,6,8,2010-02-06,64.0,-13,-7.0,1033.0,1.019571,SW,0.89,0,0,Winter,Feb,225
873,2010,2,6,9,2010-02-06,65.0,-12,-6.0,1033.0,1.019571,SE,1.79,1,0,Winter,Feb,135
874,2010,2,6,10,2010-02-06,80.0,-11,-5.0,1032.0,1.018584,SE,4.92,0,0,Winter,Feb,135
875,2010,2,6,11,2010-02-06,74.0,-11,-4.0,1032.0,1.018584,SE,8.05,0,0,Winter,Feb,135
876,2010,2,6,12,2010-02-06,93.0,-11,-3.0,1031.0,1.017597,SE,11.18,0,0,Winter,Feb,135
877,2010,2,6,13,2010-02-06,77.0,-11,-3.0,1030.0,1.01661,SE,15.2,0,0,Winter,Feb,135
878,2010,2,6,14,2010-02-06,67.0,-12,-2.0,1029.0,1.015623,SE,19.22,0,0,Winter,Feb,135
879,2010,2,6,15,2010-02-06,84.0,-12,-2.0,1029.0,1.015623,SE,22.35,0,0,Winter,Feb,135
880,2010,2,6,16,2010-02-06,77.0,-12,-2.0,1028.0,1.014636,SE,25.48,0,0,Winter,Feb,135
881,2010,2,6,17,2010-02-06,83.0,-12,-2.0,1027.0,1.013649,SE,29.5,0,0,Winter,Feb,135
882,2010,2,6,18,2010-02-06,82.0,-10,-3.0,1028.0,1.014636,SE,33.52,0,0,Winter,Feb,135
883,2010,2,6,19,2010-02-06,100.0,-9,-3.0,1029.0,1.015623,SE,35.31,1,0,Winter,Feb,135
884,2010,2,6,20,2010-02-06,189.0,-7,-4.0,1029.0,1.015623,SE,37.1,2,0,Winter,Feb,135
